cik,fyear,company_name,tic,status_label,current_assets,total_assets,cost_of_goods_sold,total_long_term_debt,depreciation_and_amortization,ebit,ebitda,gross_profit,inventory,total_current_liabilities,net_income,retained_earnings,total_receivables,total_revenue,market_value,total_liabilities,net_sales,total_operating_expenses,status
910620,2000.0,WICKES INC,WIKSQ,alive,205.11,300.936,804.512,200.403,5.877000000000001,16.343,22.22,223.092,117.91,63.209,2.854,-53.279,76.86,1027.604,34.1179,267.04,1027.604,1005.384,0
910620,2001.0,WICKES INC,WIKSQ,alive,194.983,295.17,789.446,193.253,6.507999999999999,8.967,15.475,211.553,100.357,71.773,-7.074,-60.446000000000005,83.79899999999999,1000.999,25.2601,268.399,1000.999,985.524,0
910620,2002.0,WICKES INC,WIKSQ,alive,117.643,173.987,463.718,67.363,4.301,-4.453,-0.152,114.013,50.17,68.187,9.127,-51.226000000000006,56.094,577.731,4.8186,137.957,577.731,577.883,0
830404,1999.0,IWERKS ENTERTAINMENT INC,3IWRK,alive,19.386,50.768,21.514,1.087,4.696000000000001,-3.986,0.71,13.355,6.605,17.906,-4.7780000000000005,-46.025,5.619,34.869,12.8223,18.993,34.869,34.159,0
830404,2000.0,IWERKS ENTERTAINMENT INC,3IWRK,alive,12.895,25.81,22.459,0.3329999999999999,5.767,-8.788,-3.0210000000000004,5.784,4.843999999999999,15.957,-22.507,-68.282,3.963,28.243,3.3412,16.29,28.243,31.264,0
830404,2001.0,IWERKS ENTERTAINMENT INC,3IWRK,alive,8.19,15.445,14.757,0.3,3.259,-1.7919999999999998,1.467,7.447,1.933,10.662,-5.037,-73.319,3.673,22.204,1.1382,10.962,22.204,20.737,0
1072881,2001.0,DAVEL COMMUNICATIONS INC,3DAVLE,alive,17.719,68.325,52.308,0.308,19.241,-16.002,3.239,38.31,0.0,297.83,-43.414,-358.42800000000005,11.757,90.618,0.3351,298.138,90.618,87.37899999999999,0
1072881,2002.0,DAVEL COMMUNICATIONS INC,3DAVLE,alive,26.947,106.616,42.348,118.229,20.392,-14.314,6.077999999999999,34.604,0.0,44.697,151.751,-206.67,16.807000000000002,76.952,9.2253,162.92600000000004,76.952,70.874,0
1072881,2003.0,DAVEL COMMUNICATIONS INC,3DAVLE,alive,18.672,50.322,47.057,125.962,21.523000000000003,-11.607,9.916,34.716,0.0,26.861,-46.191,-252.861,7.975,81.773,12.3004,152.82299999999995,81.773,71.857,0
905428,2005.0,ECO-TRADE CORP,BOPT,alive,23.796,36.151,0.8740000000000001,0.471,0.148,-2.211,-2.063,1.091,0.0,17.817,1.68,-34.202,1.534,1.965,20.5332,18.79,1.965,4.0280000000000005,0
905428,2006.0,ECO-TRADE CORP,BOPT,alive,10.309,30.691,0.0,3.0,0.0139999999999999,-3.3680000000000003,-3.354,0.023,0.0,3.84,6.912999999999999,-27.384,0.45,0.023,10.0122,6.84,0.023,3.377,0
905428,2007.0,ECO-TRADE CORP,BOPT,alive,18.33,55.50899999999999,6.417000000000001,2.278,0.089,-2.121,-2.032,0.5329999999999999,0.0,24.603,-10.9,-38.292,4.757,6.95,2.3506,36.488,6.95,8.982000000000001,0
888693,2005.0,ISCO INTERNATIONAL INC,ISOOQ,failed,8.132,22.906,4.984,10.52,0.138,-2.177,-2.039,5.28,2.715,1.735,-2.977,-160.04,1.6769999999999998,10.264,58.6406,12.375,10.264,12.303,1
888693,2006.0,ISCO INTERNATIONAL INC,ISOOQ,failed,11.979,26.875,8.92,5.131,0.147,-3.377,-3.23,6.077000000000001,6.369,13.401,-4.365,-164.405,2.555,14.997,64.4715,18.711,14.997,18.227,1
888693,2007.0,ISCO INTERNATIONAL INC,ISOOQ,failed,7.294,22.729,5.729,15.939,0.183,-5.502999999999999,-5.32,3.908,3.043,2.036,-6.422000000000001,-170.828,2.311,9.637,38.4292,18.168,9.637,14.957,1
912601,2001.0,ACRES GAMING INC,AGAM.1,alive,20.155,22.229,26.71,0.0,1.5319999999999998,3.992,5.524,17.343,4.763999999999999,14.005,4.169,-16.884,3.266,44.053,45.9792,14.005,44.053,38.529,0
912601,2002.0,ACRES GAMING INC,AGAM.1,alive,19.318,20.872,9.808,1.046,1.251,3.991,5.242000000000001,16.596,3.985,11.26,3.905,-12.979,7.582000000000001,26.404,42.878,12.306,26.404,21.162,0
912601,2003.0,ACRES GAMING INC,AGAM.1,alive,41.758,43.277,11.735,0.0,0.8320000000000001,18.012,18.844,35.324,4.072,12.074000000000002,17.137,4.158,9.556,47.059,118.0273,12.074000000000002,47.059,28.215,0
884637,2000.0,JPE INC,3JPEIE,alive,38.376,69.89,117.764,43.952,3.514,-2.805,0.7090000000000001,20.945,22.269,13.876,-9.585,-9.402,14.505999999999998,138.709,0.4213,60.143,138.709,138.0,0
884637,2001.0,JPE INC,3JPEIE,alive,34.916,58.372,104.417,42.507,3.963,-3.491,0.472,17.753,17.788,14.297,-8.075,-17.694000000000003,12.707,122.17,0.1418,56.804,122.17,121.698,0
884637,2002.0,JPE INC,3JPEIE,alive,35.731,36.914,55.842,0.019,1.979,-1.923,0.0559999999999999,7.099,3.184,37.199,0.937,-0.635,6.405,62.941,0.0139999999999999,37.218,62.941,62.885,0
906282,2006.0,MTM TECHNOLOGIES INC,MTMC,alive,58.581,149.461,209.93,23.932,9.361,-17.98,-8.619,65.048,2.21,71.01899999999999,-32.017,-59.315,46.543,274.978,14.782,100.142,274.978,283.597,0
906282,2007.0,MTM TECHNOLOGIES INC,MTMC,alive,51.951,135.475,177.82,23.643,9.294,-6.355,2.939,64.865,0.5760000000000001,55.277,-14.405,-73.72,42.207,242.685,5.6091,88.52799999999998,242.685,239.746,0
906282,2008.0,MTM TECHNOLOGIES INC,MTMC,alive,36.74,95.244,127.649,28.123,7.25,-9.688,-2.438,47.056,0.149,42.522,-39.644,-113.364,31.193,174.705,0.5022,86.75299999999999,174.705,177.143,0
911673,2003.0,OPINION RESEARCH CORP,ORCI,alive,44.621,95.711,125.89,42.345,4.024,10.206,14.23,53.667,0.0,25.247,-8.942,-1.493,38.694,179.55700000000002,31.5315,68.712,179.55700000000002,165.327,0
911673,2004.0,OPINION RESEARCH CORP,ORCI,alive,48.033,97.683,140.143,40.614,3.979,11.662,15.640999999999998,55.411,0.0,24.612,2.426,1.126,43.894,195.554,34.7679,66.44,195.554,179.91299999999998,0
911673,2005.0,OPINION RESEARCH CORP,ORCI,alive,47.297,92.168,138.637,55.524,3.584,11.144,14.728,51.555,0.0,28.915,-4.52,-14.163,44.501000000000005,190.192,30.1768,85.90700000000002,190.192,175.46400000000003,0
909725,1999.0,BUCKHEAD AMERICA CORP,3BUCK,alive,14.859000000000002,58.715,22.763,24.098000000000003,1.809,2.275,4.084,5.787000000000001,0.0,11.316,1.669,12.086,2.375,28.55,11.2863,35.81,28.55,24.466,0
909725,2000.0,BUCKHEAD AMERICA CORP,3BUCK,alive,25.293000000000003,53.364,19.767,16.352999999999998,1.783,-0.367,1.416,5.865,0.0,22.224,-8.273,3.485,2.268,25.632,7.3406,38.846,25.632,24.216,0
909725,2001.0,BUCKHEAD AMERICA CORP,3BUCK,alive,13.334,28.737,14.241,9.538,0.836,-0.955,-0.119,4.477,0.0,18.993,-14.423,-10.902,1.69,18.718,2.016,28.82,18.718,18.837,0
893162,2005.0,CREDENCE SYSTEMS CORP,CMOS,alive,371.071,1046.305,213.904,180.0,45.0,-41.45399999999999,3.5460000000000003,215.416,79.054,163.985,-119.932,-368.742,119.652,429.32,765.7496,364.276,429.32,425.774,0
893162,2006.0,CREDENCE SYSTEMS CORP,CMOS,alive,297.469,517.594,260.621,145.0,16.0,-4.073,11.927,213.803,55.2,143.709,-481.585,-848.717,117.728,474.424,323.9642,304.868,474.424,462.497,0
893162,2007.0,CREDENCE SYSTEMS CORP,CMOS,alive,395.415,589.312,246.614,119.728,14.3,18.271,32.571,214.525,62.506,188.609,12.454,-832.557,66.81,461.139,310.063,353.057,461.139,428.568,0
867058,2003.0,MERCURY INTERACTIVE CORP,MERQ,alive,913.311,1970.51,60.00899999999999,811.159,25.339,86.01299999999999,111.352,446.464,0.0,390.266,41.513000000000005,256.233,142.908,506.473,4362.8621,1270.141,506.473,395.121,0
867058,2004.0,MERCURY INTERACTIVE CORP,MERQ,alive,930.175,2013.481,101.743,804.4830000000001,37.254,65.283,102.537,584.328,0.0,540.515,53.776,-191.504,223.41,686.071,3395.8436,1449.589,686.071,583.534,0
867058,2005.0,MERCURY INTERACTIVE CORP,MERQ,alive,1452.172,2295.432,129.731,297.289,41.041,172.905,213.946,713.416,0.0,1335.419,-99.929,-280.706,269.15,843.1469999999999,2162.8123,1730.796,843.1469999999999,629.201,0
911359,2000.0,PETROCORP INC,PEX.1,alive,35.887,117.319,8.347000000000001,29.992,9.471,25.226,34.697,36.226,0.0,26.858,12.818,-17.424,13.332,44.573,84.86399999999999,63.042,44.573,9.876,0
911359,2001.0,PETROCORP INC,PEX.1,alive,15.943,165.355,29.98,47.62,16.846,2.189,19.035,21.294,0.0,11.912,2.046,-16.977,13.267,51.274,113.004,73.44,51.274,32.239000000000004,0
911359,2002.0,PETROCORP INC,PEX.1,alive,88.031,161.58100000000002,10.654000000000002,28.75,7.897,7.286,15.183,17.021,0.0,32.236,8.684,-8.728,11.537,27.675,129.6113,60.986,27.675,12.492,0
910721,2003.0,J JILL GROUP INC,JILL.1,alive,124.754,253.97,233.734,12.236,16.131,12.927,29.058000000000003,143.17,28.131,46.808,7.193,44.87,18.634,376.904,249.8532,100.752,376.904,347.846,0
910721,2004.0,J JILL GROUP INC,JILL.1,alive,143.583,282.696,259.747,10.431,18.663,15.336,33.999,175.12,36.212,53.98,8.706,51.348,18.579,434.867,299.4379,118.639,434.867,400.86800000000005,0
910721,2005.0,J JILL GROUP INC,JILL.1,alive,132.531,287.475,275.216,9.395,22.755,2.616,25.371,174.49599999999998,34.562,46.973,1.514,52.835,14.595,449.712,387.3366,119.354,449.712,424.341,0
908179,2002.0,LUCILLE FARMS INC,LUCY,alive,6.436,16.762,34.836,7.143,0.95,-0.908,0.042,1.855,2.185,6.674,-0.847,-5.443,3.631,36.691,3.4493,13.817,36.691,36.649,0
908179,2003.0,LUCILLE FARMS INC,LUCY,alive,9.147,18.96,38.435,6.422999999999999,0.852,0.955,1.807,3.739,3.234,9.53,0.209,-5.234,4.618,42.174,3.8284,15.953,42.174,40.367,0
908179,2004.0,LUCILLE FARMS INC,LUCY,alive,8.664,18.561,46.754,13.765999999999998,0.92,-2.294,-1.374,1.048,2.739,5.057,-3.269,-8.503,5.172000000000001,47.802,4.226,18.823,47.802,49.176,0
912241,2005.0,PROGRESSIVE GAMING INTL CORP,PGICQ,failed,54.286,185.846,38.406,44.071000000000005,2.594,0.509,3.103,39.815,10.534,22.364,-5.983,-114.63,26.089,78.221,336.5867,81.291,78.221,75.118,1
912241,2006.0,PROGRESSIVE GAMING INTL CORP,PGICQ,failed,47.341,186.186,41.664,62.051,1.796,-25.292,-23.496,27.845,11.486,27.658,-36.624,-146.909,24.225,69.509,312.7336,102.259,69.509,93.005,1
912241,2007.0,PROGRESSIVE GAMING INTL CORP,PGICQ,failed,50.151,133.909,37.988,0.0,1.47,-12.066,-10.595999999999998,32.996,6.5760000000000005,54.905,-94.528,-240.304,22.189,70.984,152.959,62.958,70.984,81.58,1
912609,2000.0,ATLANTIC PREMIUM BRANDS LTD,APBL,alive,17.032,41.531000000000006,153.00799999999998,11.365,2.258,2.016,4.274,24.735,5.452999999999999,20.468,-0.868,-2.181,8.593,177.743,5.8266,31.833,177.743,173.46900000000002,0
912609,2001.0,ATLANTIC PREMIUM BRANDS LTD,APBL,alive,19.017,41.864,110.598,9.561,2.073,2.768,4.841,23.991,5.291,19.987,3.1860000000000004,1.005,7.184,134.589,16.1616,30.011,134.589,129.748,0
912609,2002.0,ATLANTIC PREMIUM BRANDS LTD,APBL,alive,14.061,37.096,99.032,10.276,1.837,3.042,4.879,23.279,5.362,14.005999999999998,0.416,1.421,6.322,122.311,15.3543,25.127,122.311,117.432,0
912263,2009.0,TALBOTS INC,TLB,alive,476.847,825.818,746.9689999999999,0.0,74.309,9.799,84.10799999999999,530.763,142.696,738.789,-29.412,-99.869,166.55200000000002,1277.732,619.3,1011.454,1277.732,1193.624,0
912263,2010.0,TALBOTS INC,TLB,alive,351.112,668.5160000000001,693.7310000000001,0.0,61.501000000000005,56.646,118.147,558.629,158.04,255.195,10.815,-89.09100000000001,145.472,1252.36,383.6305,484.93,1252.36,1134.213,0
912263,2011.0,TALBOTS INC,TLB,alive,345.41,644.182,752.9739999999999,0.0,54.559,-85.501,-30.942,425.776,164.734,370.17800000000005,-111.889,-265.38,141.90200000000002,1178.75,228.3098,628.207,1178.75,1209.692,0
1041577,2008.0,ATMI INC,ATMI,alive,217.959,453.064,165.011,0.081,24.141,34.422,58.563,170.352,55.986,27.864,33.327,214.566,47.076,335.36300000000006,482.4652,44.167,335.36300000000006,276.8,0
1041577,2009.0,ATMI INC,ATMI,alive,233.587,459.576,136.391,0.053,26.799,-0.637,26.162,118.313,53.761,29.683000000000003,-6.66,212.331,55.028,254.704,584.4446,48.08600000000001,254.704,228.542,0
1041577,2010.0,ATMI INC,ATMI,alive,283.0,533.589,180.404,0.0,26.718000000000004,41.938,68.656,186.852,62.832,46.737,39.506,252.461,59.145,367.256,628.0103,75.164,367.256,298.6,0
892025,2008.0,MARTEK BIOSCIENCES CORP,MATK,alive,272.173,645.981,185.637,0.6829999999999999,28.633000000000003,56.184,84.81700000000001,166.725,99.553,47.342,37.667,31.397,40.438,352.362,988.775,57.398,352.362,267.545,0
892025,2009.0,MARTEK BIOSCIENCES CORP,MATK,alive,338.39,689.817,174.078,0.317,28.948,63.61600000000001,92.564,171.11900000000003,116.179,34.756,40.59,75.298,44.304,345.19699999999995,597.5292,53.673,345.19699999999995,252.633,0
892025,2010.0,MARTEK BIOSCIENCES CORP,MATK,alive,243.198,798.752,206.311,0.3,35.564,87.677,123.241,243.712,93.976,54.071000000000005,27.9,104.545,69.569,450.023,735.347,127.769,450.023,326.782,0
912960,2003.0,VERMONT TEDDY BEAR INC,BEAR,alive,12.338,21.022,14.541,6.614,0.905,2.6,3.505,25.734,4.7780000000000005,6.11,1.271,3.935,0.062,40.275,17.0135,12.861,40.275,36.77,0
912960,2004.0,VERMONT TEDDY BEAR INC,BEAR,alive,12.831,27.313,23.542,6.535,0.784,3.928,4.712,32.286,4.091,7.88,1.94,5.674,0.182,55.828,27.1717,14.635,55.828,51.11600000000001,0
912960,2005.0,VERMONT TEDDY BEAR INC,BEAR,alive,15.308,28.621,29.379,5.7170000000000005,0.929,3.932,4.861000000000001,37.229,5.267,10.317,0.252,5.12,0.093,66.608,32.4487,16.034000000000002,66.608,61.747,0
901219,2009.0,HUMAN GENOME SCIENCES INC,HGSI,alive,780.768,1530.63,248.842,598.435,19.96,6.947,26.907,26.907,20.149,164.158,5.659,-2179.301,34.248000000000005,275.749,5665.0979,775.215,275.749,248.842,0
901219,2010.0,HUMAN GENOME SCIENCES INC,HGSI,alive,531.181,1315.029,328.069,434.747,20.055,-190.773,-170.718,-170.718,43.091,280.944,-233.231,-2412.772,44.81399999999999,157.351,4514.7561,729.2660000000002,157.351,328.069,0
901219,2011.0,HUMAN GENOME SCIENCES INC,HGSI,alive,650.101,1407.576,441.906,615.803,20.337,-331.26800000000003,-310.931,-310.931,41.659,323.54900000000004,-381.106,-2796.447,77.771,130.975,1468.7699,951.157,130.975,441.906,0
913293,2002.0,ALIMCO FINANCIAL CORP,ALMC,alive,167.42700000000002,245.181,33.907,1.3259999999999998,5.837000000000001,-62.221,-56.38399999999999,-15.385,2.862,83.72,-106.048,27.613000000000003,3.34,18.522,111.9264,85.046,18.522,74.906,0
913293,2003.0,ALIMCO FINANCIAL CORP,ALMC,alive,184.686,260.802,14.103,0.241,6.737,-34.443000000000005,-27.706,12.568,11.609000000000002,85.007,-19.411,42.141000000000005,4.345,26.671,268.2829,85.24799999999998,26.671,54.377,0
913293,2004.0,ALIMCO FINANCIAL CORP,ALMC,alive,100.012,159.541,20.377,0.0,5.797000000000001,-34.599000000000004,-28.802,3.222,7.32,61.63399999999999,-49.81100000000001,-36.044,2.021,23.599,88.5643,61.679,23.599,52.401,0
888793,2000.0,FIDELITY NATL INFO SOLTNS,FNIS,alive,16.285999999999998,64.622,57.363,25.146,4.338,-8.488,-4.15,28.3,0.728,14.966,-11.25,-67.329,10.054,85.663,21.6683,40.74,85.663,89.81299999999999,0
888793,2001.0,FIDELITY NATL INFO SOLTNS,FNIS,alive,47.375,199.496,52.844,19.714,7.678,14.109000000000002,21.787,129.596,0.0,44.802,6.622999999999999,2.452,34.699,182.44,245.9255,70.69,182.44,160.653,0
888793,2002.0,FIDELITY NATL INFO SOLTNS,FNIS,alive,113.527,508.908,144.34,8.229,21.994,63.198,85.19200000000001,267.828,0.0,86.057,30.731,22.094,73.221,412.168,682.1858,104.781,412.168,326.976,0
912908,2002.0,FOAMEX INTERNATIONAL INC,FMXLQ,failed,337.649,813.577,1157.569,738.54,29.1,46.681,75.781,170.525,98.01,200.944,-9.699,-254.997,191.546,1328.094,76.9492,1003.31,1328.094,1252.313,1
912908,2003.0,FOAMEX INTERNATIONAL INC,FMXLQ,failed,326.575,789.9060000000001,1136.77,640.621,24.1,61.102,85.20200000000001,167.79,95.882,295.42900000000003,-21.489,-268.564,181.288,1304.56,122.045,993.022,1304.56,1219.358,1
912908,2004.0,FOAMEX INTERNATIONAL INC,FMXLQ,failed,310.523,645.71,1101.647,568.461,22.9,53.852,76.752,164.747,100.029,367.625,-150.933,-423.96,182.74,1266.394,91.9734,1004.023,1266.394,1189.642,1
913032,2006.0,MONTEREY GOURMET FOODS INC,PSTA,alive,23.413,62.468,63.932,0.129,2.926,0.685,3.611,30.365,7.574,11.917,-3.112,-9.55,9.958,94.297,75.809,12.046,94.297,90.686,0
913032,2007.0,MONTEREY GOURMET FOODS INC,PSTA,alive,23.78,60.506,70.06,0.0289999999999999,2.948,2.215,5.162999999999999,30.467,7.865,8.363999999999999,1.682,-7.867999999999999,8.587,100.527,54.5973,8.392999999999999,100.527,95.364,0
913032,2008.0,MONTEREY GOURMET FOODS INC,PSTA,alive,15.326,35.555,69.985,0.0,3.026,-2.62,0.406,27.203000000000003,6.642,6.652,-22.549,-30.417,5.725,97.188,17.772000000000002,6.869,97.188,96.782,0
895812,2004.0,GATEWAY INC,GTW,alive,1399.6170000000002,1771.787,3144.451,300.0,112.225,-124.288,-12.063,505.283,196.324,1122.652,-567.618,-693.623,420.799,3649.734,2237.0182,1526.75,3649.734,3661.797,0
895812,2005.0,GATEWAY INC,GTW,alive,1574.072,1921.065,3476.193,300.0,38.816,-11.382,27.434,377.86800000000005,219.344,1304.967,6.1610000000000005,-690.6560000000001,559.189,3854.061,936.6768,1665.792,3854.061,3826.627,0
895812,2006.0,GATEWAY INC,GTW,alive,1251.093,1656.235,3697.864,300.0,27.578000000000003,-36.377,-8.799,282.939,97.187,1018.934,9.643,-679.4630000000001,521.989,3980.803,747.0004,1384.809,3980.803,3989.602,0
895041,2007.0,GRILL CONCEPTS INC,GLLC,alive,10.255999999999998,43.338,82.51100000000001,0.271,2.627,-1.418,1.209,10.243,1.132,11.265,-1.3,-9.369,3.202,92.754,36.583,22.408,92.754,91.545,0
895041,2008.0,GRILL CONCEPTS INC,GLLC,alive,8.097999999999999,41.13399999999999,87.295,5.922000000000001,3.903,-5.118,-1.215,9.286,1.166,13.912,-16.596,-25.965,4.231,96.581,2.1139,31.667,96.581,97.796,0
895041,2009.0,GRILL CONCEPTS INC,GLLC,alive,13.548,41.053,80.039,15.409,4.342,-3.033,1.3090000000000002,7.109,1.14,11.705,-8.849,-38.219,3.138,87.148,1.6953,38.676,87.148,85.839,0
1084408,2001.0,VERITAS SOFTWARE CORP,VRTS.1,alive,2062.251,3798.376,158.018,444.408,971.051,-553.053,417.9980000000001,1333.91,0.0,516.975,-642.3290000000001,-1803.38,176.635,1491.928,18133.8695,1074.483,1491.928,1073.93,0
1084408,2002.0,VERITAS SOFTWARE CORP,VRTS.1,alive,2545.698,4199.633,115.067,460.252,240.121,231.69,471.811,1391.4879999999998,0.0,665.112,57.376000000000005,-1749.181,170.204,1506.555,6436.8927,1315.866,1506.555,1034.744,0
1084408,2003.0,VERITAS SOFTWARE CORP,VRTS.1,alive,2843.6690000000003,5348.465999999999,162.35399999999998,900.63,186.45,406.385,592.835,1584.733,0.0,811.574,347.473,-1371.904,250.098,1747.0870000000002,15884.9858,1804.872,1747.0870000000002,1154.252,0
910659,2000.0,AVIVA PETE INC  -DEP,3AVVP,alive,1.405,3.3110000000000004,2.407,0.0,0.515,2.36,2.875,3.776,0.161,1.06,10.504,-38.179,0.237,6.183,14.07,1.435,6.183,3.3080000000000003,0
910659,2001.0,AVIVA PETE INC  -DEP,3AVVP,alive,1.546,3.134,1.402,0.0,0.32,-0.071,0.249,1.207,0.209,0.813,0.077,-38.102,0.187,2.609,3.752,1.181,2.609,2.36,0
910659,2002.0,AVIVA PETE INC  -DEP,3AVVP,alive,2.14,3.0780000000000003,1.193,0.0,0.8009999999999999,-1.108,-0.307,0.775,0.193,2.037,-1.005,-39.107,0.123,1.968,2.814,2.13,1.968,2.275,0
913598,2002.0,ASANTE TECHNOLOGIES INC,ASNL,alive,7.758999999999999,8.021,9.662,0.0,0.088,-2.219,-2.131,5.575,1.515,3.948,-2.208,-24.349,2.821,15.237,0.9059,3.948,15.237,17.368,0
913598,2003.0,ASANTE TECHNOLOGIES INC,ASNL,alive,4.439,4.662,7.701,0.0,0.0559999999999999,-2.17,-2.114,4.307,0.93,2.829,-2.245,-26.594,1.759,12.008,4.466,2.829,12.008,14.122,0
913598,2004.0,ASANTE TECHNOLOGIES INC,ASNL,alive,3.389,3.52,5.891,0.032,0.039,-2.968,-2.929,2.7310000000000003,0.721,3.156,-3.1010000000000004,-29.695,1.889,8.622,2.9004,3.188,8.622,11.550999999999998,0
914479,2000.0,COASTCAST CORP,WTLC,alive,73.423,99.35,118.322,0.0,4.428,11.969,16.397000000000002,23.049,9.538,45.783,8.749,26.892,7.297999999999999,141.371,133.735,46.611,141.371,124.974,0
914479,2001.0,COASTCAST CORP,WTLC,alive,32.5,57.431,107.919,0.0,4.347,-3.5860000000000003,0.7609999999999999,7.561,9.319,7.447999999999999,-2.29,22.188,7.292999999999999,115.48,39.1676,9.176,115.48,114.719,0
914479,2002.0,COASTCAST CORP,WTLC,alive,33.778,44.249,56.691,0.0,3.848,-3.591,0.257,5.755,5.193,5.122999999999999,-10.56,11.241,3.805,62.446000000000005,14.8883,6.94,62.446000000000005,62.18899999999999,0
883741,2001.0,ZAMBA CORP,3ZMBA,alive,5.097,7.667999999999999,19.28,0.1939999999999999,0.987,-7.292000000000001,-6.305,14.022,0.608,5.386,-9.529,-82.165,2.426,33.302,21.0042,5.58,33.302,39.607,0
883741,2002.0,ZAMBA CORP,3ZMBA,alive,2.188,2.821,9.843,0.1639999999999999,0.4379999999999999,-8.222999999999999,-7.785,1.256,0.47,4.823,-6.613,-88.77799999999999,0.662,11.099,3.1058,5.151,11.099,18.884,0
883741,2003.0,ZAMBA CORP,3ZMBA,alive,1.504,1.887,6.327999999999999,0.0,0.298,-0.926,-0.628,3.689,0.079,2.4530000000000003,1.743,-87.035,0.618,10.017,6.4172,2.4530000000000003,10.017,10.645,0
913949,2000.0,MACROMEDIA INC,MACR.,alive,255.785,785.673,28.37,0.0,23.9,27.533,51.433,361.23,2.114,116.288,13.374,-10.869000000000002,40.482,389.6,922.0357,117.46,389.6,338.167,0
913949,2001.0,MACROMEDIA INC,MACR.,alive,216.697,517.8380000000001,120.678,0.0,36.4,-156.746,-120.346,204.116,3.032,99.816,-308.83,-320.165,24.181,324.79400000000004,1208.231,137.11700000000002,324.79400000000004,445.14,0
913949,2002.0,MACROMEDIA INC,MACR.,alive,267.056,527.423,17.47,0.0,26.256,19.337,45.593,319.443,1.216,101.389,1.5719999999999998,-318.018,27.61,336.913,739.2672,127.893,336.913,291.32,0
913610,2000.0,SANGSTAT MEDICAL CORP,SANG,alive,87.477,114.316,24.965,35.214,3.899,-26.972,-23.073,39.052,40.056,47.703,-44.359,-179.842,19.902,64.017,224.9363,92.392,64.017,87.09,0
913610,2001.0,SANGSTAT MEDICAL CORP,SANG,alive,78.61,114.559,41.042,30.539,3.214,-1.392,1.822,53.467,22.942,45.344,-9.379,-190.162,20.352,94.509,411.674,82.2,94.509,92.687,0
913610,2002.0,SANGSTAT MEDICAL CORP,SANG,alive,156.969,192.437,54.933,15.92,2.79,8.324,11.114,65.124,27.161,43.43899999999999,6.349,-180.575,24.795,120.057,298.8059,62.517,120.057,108.943,0
913665,2003.0,TERRESTAR CORP,TSTRQ,alive,19.849,157.028,57.335,31.842,21.466,-40.167,-18.701,-2.85,0.24,31.032,-62.122,-106.188,3.804,54.485,103.3077,64.221,54.485,73.186,0
913665,2004.0,TERRESTAR CORP,TSTRQ,alive,21.425,248.08,43.915,0.0,15.564,-37.701,-22.137,-7.035,0.075,12.674,-72.329,-165.42,1.917,36.88,1206.153,13.349,36.88,59.017,0
913665,2005.0,TERRESTAR CORP,TSTRQ,alive,291.603,967.191,21.433000000000003,0.0,15.973,-62.615,-46.642,-7.609,0.002,74.967,-139.281,-277.816,0.857,13.824000000000002,1319.208,75.31,13.824000000000002,60.466,0
913586,2002.0,MK RESOURCES CO,3MKRR,alive,2.418,70.355,2.479,31.9,0.0289999999999999,-0.003,0.026,2.362,0.173,1.443,-0.153,-51.8,0.422,4.841,15.7143,38.931,4.841,4.815,0
913586,2003.0,MK RESOURCES CO,3MKRR,alive,6.22,90.158,1.123,41.5,0.025,-2.722,-2.697,0.318,0.133,3.073,0.201,-42.358,0.344,1.4409999999999998,57.0395,49.137,1.4409999999999998,4.138,0
913586,2004.0,MK RESOURCES CO,3MKRR,alive,12.515999999999998,123.795,0.639,35.131,0.019,-3.224,-3.205,0.354,0.0,4.388999999999999,-5.772,-40.774,1.079,0.993,77.3527,43.614,0.993,4.198,0
892058,1999.0,ODWALLA INC,ODWA,alive,20.047,35.305,33.192,0.688,2.35,-2.111,0.239,34.85,3.718,12.663,-2.042,-15.363,6.072,68.042,36.3759,13.351,68.042,67.803,0
892058,2000.0,ODWALLA INC,ODWA,alive,28.318,89.354,44.183,1.125,4.005,1.036,5.041,49.267,6.705,16.605999999999998,3.655,-12.276,11.599,93.45,74.4728,28.682,93.45,88.40899999999999,0
892058,2001.0,ODWALLA INC,ODWA,alive,29.684,91.085,56.00899999999999,1.431,8.022,3.465,11.487,72.251,6.912999999999999,17.592,-0.434,-12.71,12.605,128.26,87.53200000000001,30.605,128.26,116.773,0
914027,1999.0,PROXIM INC,PROX.,alive,101.96,146.766,34.208,0.542,2.246,9.722,11.968,34.859,14.862,11.952,3.1180000000000003,5.034,15.793,69.067,1339.36,14.252,69.067,57.099,0
914027,2000.0,PROXIM INC,PROX.,alive,133.71200000000002,198.17,56.123000000000005,0.542,8.697000000000001,8.383,17.08,51.375,35.343,12.358,2.149,5.851,24.482,107.498,1157.646,16.707,107.498,90.418,0
914027,2001.0,PROXIM INC,PROX.,alive,90.01700000000001,126.353,45.668,0.29,11.783,-11.707,0.076,39.868,23.392,9.415,-107.799,-102.764,15.521,85.536,311.1606,19.432,85.536,85.46,0
854093,2001.0,INTERPORE INTERNATIONAL,BONZ.,alive,38.795,64.562,13.278,0.0,1.077,5.915,6.992000000000001,38.018,16.479,5.632000000000001,4.258,-0.853,13.050999999999998,51.29600000000001,140.9325,5.6320000000000014,51.29600000000001,44.304,0
